type,commenter,comment,source_index,date_time,ip
→,ysy2003,夠用吧,86,01/06 22:36,
推,ysy2003,唉 剛查一下 KOKO剪卡還要打客服喔！,86,01/06 22:38,
推,sova0809,樹精靈掰掰,86,01/06 22:42,
推,TZUYIC,CUBE App繳費活動明明就沒有說可以用自動轉帳，不知道為什,86,01/06 22:51,
→,TZUYIC,麼要一直提自動轉帳扣繳，請再去看一次活動說明文字，看看,86,01/06 22:51,
→,TZUYIC,有哪個部分是你誤解的。,86,01/06 22:52,
→,ivanami,自動扣繳是跨行就會有手續費，並不是設自動扣繳就不會有!,86,01/06 22:54,
→,ivanami,跨提：ATM和金融卡不同一家；跨轉：轉出、ATM、轉入，,86,01/06 22:57,
→,ivanami,三者任一不同就算！優惠是給跨行交易免手續費用的……,86,01/06 22:58,
→,ivanami,"Sorry，講錯，應該是""預約轉帳""，不是自動扣繳！",86,01/06 23:06,
推,BabyWolf,"那個活動是要你""手動""在app繳卡費才算解任務 前面在說有",86,01/07 00:30,
→,BabyWolf,"自動扣繳仍然可以自己手動沒關係扣 但""只有""自動扣繳當",86,01/07 00:30,
→,BabyWolf,然是不行的啊,86,01/07 00:30,
→,BabyWolf,                自己手動扣沒關係,86,01/07 00:31,
推,woocow,"開啟久久沒開的王道,發現跨轉變10次跨提0(記憶中還停留在",86,01/07 01:39,
→,woocow,五轉五提) koko卡一直拿來當一卡通逼捷運+711icash 加減,86,01/07 01:39,
→,woocow,用一下可無痛解到跨轉5次,86,01/07 01:39,
推,sanion,優惠券專區在APP查看個人資料那邊喔，更新APP後才看到,86,01/07 13:33,
推,Kazamatsuri,王道一直都是跨轉10次啊～其中ATM上限5次,86,01/07 13:41,
→,Kazamatsuri,還有跨提也一直是0次,86,01/07 13:42,
推,nemask,"雖然 App 還有改進空間, 但 SnY 數位帳戶 20 次加減用",86,01/07 15:35,
推,woocow,"我王道是第一批開戶的,遠古時期是五轉五提(有夠老",86,01/07 16:06,
→,ivanami,王道跨轉ATM只能玩5次，而跨提從參加活存觸發高利後，有,86,01/07 17:12,
→,ivanami,3次可以打台...,86,01/07 17:12,
→,ivanami,另外，王道最早2017年剛開始鴻蒙時期只有5轉，遠古5提是,86,01/07 17:16,
→,ivanami,比較晚才給的...,86,01/07 17:16,
→,operatorm,"我王道是第一批開戶的,遠古VIP時期是五30轉五30提10存(",86,01/07 17:31,
→,operatorm,"有夠老,跟了3年多,",86,01/07 17:31,
→,operatorm,#1V5vmJkB (Bank_service),86,01/07 17:33,
噓,csluling,嗯嗯日盛99轉，你繼續每天花兩小時罰站按Atm來炫耀別人,86,01/07 17:47,
→,csluling,賺的沒你多,86,01/07 17:47,
推,zoo007,凸的咧!一個月繳費才開沒想到中招看著15元手續費超哭的,86,01/07 18:22,
推,YIHE,我王道是最新一批開戶的 1/3申請現在連帳號都沒有 有幾提機,86,01/07 18:33,
→,YIHE,轉都不知 等著隨時被簡訊婉拒洗臉 大家好丫,86,01/07 18:33,
→,operatorm,"艾亞,誰啃的,-15 國泰苦主團 靠腰啦",86,01/07 18:48,
→,operatorm,日盛99轉限富邦atm,86,01/07 19:37,
→,operatorm,"VIP給的,當然拿去打台",86,01/07 19:38,
→,operatorm,1堆人拿vip都在打台啊,86,01/07 19:39,
→,operatorm,你有300萬你也行啊,86,01/07 19:42,
→,operatorm,王道2%不擺是棒槌,86,01/07 19:51,
推,jeff888chang,王道還有vip嗎？這一波2%定存也放進去超過300萬，,86,01/07 19:54,
→,jeff888chang,不知是否有油水可撈？,86,01/07 19:54,
推,touchptt,王道跨存150元請問要如何操作呀,86,01/07 19:56,
→,operatorm,"我就是搞2%+王道VIP阿,打去分行說要升等",86,01/07 20:05,
推,sunA350,為啥我會有15次@@？,86,01/08 00:01,
→,jcjohny888,https://i.imgur.com/FwnfFVZ.jpg 好像沒影響,86,01/08 00:24,
推,WebATM,888大是鑽石VIP 在國泰放了3000萬元!,86,01/08 00:28,
→,jcjohny888,就剛好是薪轉戶，只是為什麼這麼多我也很好奇,86,01/08 05:57,
噓,yurian,根本沒顯示好嗎 app跳個公告提醒很困難？,86,01/08 07:56,
→,yurian,https://i.imgur.com/jAphuvc.jpg,86,01/08 07:56,
→,fonzae,你要轉帳前才會顯示你的優惠次數,86,01/08 08:09,
推,lianpig5566,你的轉入帳戶打了跨行的就會顯示了啊…,86,01/08 08:15,
→,lianpig5566,https://i.imgur.com/nDB6PcJ.jpg,86,01/08 08:16,
推,yurian,好 那是我測試不周全 感謝各位大大提點,86,01/08 08:30,
→,ivanami,薪轉戶優惠次數是公司跟銀行談的...,86,01/08 08:31,
→,catuncle1,就說現在國泰世華KOKO已經收攤，一切走實體帳戶，怎麼,86,01/08 09:15,
→,catuncle1,就有人不相信,86,01/08 09:15,
推,Mikami1930,好奇大家真的都需要這麼多轉帳次數嗎XD 繳卡費1元送5,86,01/08 11:31,
→,Mikami1930,次不夠？,86,01/08 11:31,
推,tornado1621,50次都不夠了 ，5次怎麼會夠？,86,01/08 11:37,
推,hey11717,https://i.imgur.com/CrawbHu.jpg,86,01/08 11:49,
→,hey11717,五次我用不完，還好我薪資戶國泰沒影響～,86,01/08 11:49,
→,SailorKakyuu,天啊啊啊啊 現在才看到 我轉帳都不會仔細看,86,01/08 12:10,
→,SailorKakyuu,阿不就幸好證券戶沒在用,86,01/08 12:11,
推,crh613,都用樹精靈，取消免費轉帳超麻煩的啦...,86,01/08 12:26,
推,Keade0325,金管會投訴起來,86,01/08 13:00,
→,Keade0325,直接變0 嚴重影響權益,86,01/08 13:01,
推,ivan761016,我薪轉有100次的扣打給這麼多到底是？,86,01/08 13:06,
→,jcjohny888,可是我薪轉戶只有談15轉50提，其他40次轉怎麼來的,86,01/08 13:41,
→,ivanami,理財大戶嗎？而且疑惑自己次數的可以去跟國泰客服反映讓,86,01/08 13:52,
→,ivanami,經辦確認，不然，讓板友通靈你個人的優惠次數也挺奇妙的,86,01/08 13:52,
→,ivanami,！,86,01/08 13:52,
→,TZUYIC,每家公司談到的薪轉優惠不相同，有些大公司就能談到99次甚,86,01/08 14:01,
→,TZUYIC,至不限次數。,86,01/08 14:01,
→,imanda0324,但我koko怎還有50次,86,01/08 17:20,
→,imanda0324,薪轉也是50,86,01/08 17:23,
推,qxxrbull,國泰好像是歸戶的,86,01/08 23:08,
→,Kazamatsuri,Cube APP裡顯示的是你所有優惠加起來的次數,86,01/08 23:14,
推,vet1242000, 想問大家現在都把錢存到哪當中繼站？,86,01/10 17:20,
→,vet1242000,國泰atm到處都有，搭app轉帳真的蠻方便的,86,01/10 17:21,
推,TZUYIC,這個問題應該要問自己，而不是問別人，先問問自己你家離哪,86,01/10 17:27,
→,TZUYIC,一家銀行較近！像我家走出去就到華南銀行，我就專門用華南,86,01/10 17:27,
→,TZUYIC,銀行ATM存入現金，再用華南銀行+ APP 掃碼跨行約定轉帳，,86,01/10 17:28,
→,TZUYIC,一樣可以免手續費，所以問自己，你家離什麼銀行最近，就會,86,01/10 17:28,
→,TZUYIC,有答案了。,86,01/10 17:28,
→,TZUYIC,什麼國泰世華、中國信託、台新銀行ATM有多少台對我來說都,86,01/10 17:29,
→,TZUYIC,不重要，華南銀行才是我本人最方便的選擇。,86,01/10 17:29,
推,jeff888chang,杯具，王道存300萬，人都到南京復興分行，仍然不給,86,01/10 18:25,
→,jeff888chang,vip資格，還要,86,01/10 18:25,
→,jeff888chang,加買理財商品。,86,01/10 18:25,
推,copyii,完全找不到10次的優惠券在app哪領QQ,86,01/11 22:30,
→,imurra549j,老人怎麼了.....,86,01/14 23:01,
推,imurra549j,https://i.imgur.com/IEJG8Ft.jpg,86,01/14 23:14,
→,pippen2002,中信才是到處都有!路上遇到十幾間!,86,01/23 10:55,
推,iamhsg,讚啦！,87,01/06 10:07,
推,VenQoo,沒了國泰  突然覺得將來1次的免費跨存好珍貴 @@,87,01/06 11:03,
→,qqbaby56,樂天跨存一次不限實體atm，隔月一樣給15,87,01/06 13:04,
推,VenQoo,樂天跨轉入視同跨存，故我選擇當窮鬼。採跨轉入淨賺15元。,87,01/06 13:54,
→,abccbaandy,樂天每月賺15+1，還以為今年會砍...,87,01/06 14:10,
推,gctseng,凱基三次／月，回饋30元,87,01/06 15:54,
推,corlachang,打檯子跨存多五點,87,01/06 15:59,
→,operatorm,王道vip領150跨存轉,87,01/06 16:42,
→,operatorm,http://i.imgur.com/CDeU9ZV.jpg,87,01/06 16:43,
→,lss1022,大家都用哪張提款卡去812跨存入將來解任務啊？,87,01/06 17:33,
→,lss1022,我剛搞迷糊了，去812機台跨存X當然是插入將來卡XD,87,01/06 17:41,
→,lss1022,但這樣跨存當下不會有手續費嗎？,87,01/06 17:41,
推,temu2015,會啊，你多拿到的不是15元回饋而是5點台新點,87,01/06 17:53,
→,temu2015,你要跨存只要有插卡的卡有綁定台新atm會員就好 哪張沒差,87,01/06 17:56,
→,corlachang,點數可買即享券活動上次大賣場有到八折，現在是八四折,87,01/06 19:25,
→,corlachang,有在大賣場固定消費就蠻補的，之前點數都拿來折卡費。,87,01/06 19:26,
→,corlachang,line點數要換券就象徵扣個幾點，存了幾千也不會生利息,87,01/06 19:27,
→,vickyya,樂天跨轉入淨賺15元是怎操作？我只用台新跨存,87,01/06 21:16,
推,VenQoo,就是隨便轉一筆錢進去  就是這麼簡單,87,01/06 21:51,
推,Kazamatsuri,就是當下扣的手續費15 下個月將來再補給你15這樣,87,01/06 23:28,
推,qqbaby56,"樂天跨存不限實體atm,由他行轉入就算，每月爽領15元現",87,01/07 10:27,
→,qqbaby56,金,87,01/07 10:27,
推,Kazamatsuri,樂天是不管你他行跨轉有沒有手續費，只要有轉入一次,87,01/07 10:50,
→,Kazamatsuri,不限金額，下個月1號凌晨就會補你15元這樣,87,01/07 10:50,
→,kkkk1234,而且轉1元也給15 超佛,87,01/07 17:38,
推,aljust12,金管會規定 每日500以下轉帳免費1次/每間銀行通用,87,01/07 20:49,
→,aljust12,樂天不限形式只要有轉就補15  將來要操作ATM,87,01/07 20:51,
→,aljust12,帳戶沒優惠可以轉501  你就會被扣15了,87,01/07 20:52,
推,temu2015,轉501只會被扣10而已，要轉1001才會扣15,87,01/07 21:49,
→,temu2015,不然為什麼打台都規定要1001以上,87,01/07 21:49,
推,rtwodtwo,廢牡蠣501就給打,87,01/08 01:15,
→,dutio,網銀還是有網銀的好XD,87,01/08 18:20,
→,CoffeeMoon,有跨轉優惠10次，ATM跨存現金會收手續費嗎？,87,01/08 18:21,
推,Kazamatsuri,跨轉是跨轉 跨存是跨存 不然怎麼分不同選項？,87,01/08 21:15,
推,unicorn1222,推將來 國泰真的QQ,87,01/08 23:56,
推,chenmingchih,國泰廢到只有每月跨提6次拿4200hi點了嗎？,87,01/09 03:59,
推,rtwodtwo,你跨提還要付錢 自行存提就好,87,01/10 12:14,
推,VenQoo,剛發現將來銀行APP多了台灣PAY支付功能，只可惜也真的只有,87,01/16 11:28,
→,VenQoo,支付功能，台灣PAY轉帳功能希望也能快快開啟。,87,01/16 11:28,
推,abccbaandy,不知道要幹嘛的東西...集保政府的被迫參與吧XD,88,01/06 14:09,
推,qxxrbull,沒有用啊 真的會加入的還是主要那幾家銀行,88,01/06 14:12,
→,qxxrbull,小間的銀行或是信合社農漁會連app都得靠外包或是做不好,88,01/06 14:12,
→,qxxrbull,了 這種更無力去參與,88,01/06 14:12,
推,Athanasius,通通擠在單一APP，資安門檻是個問題也是高成本,88,01/06 14:20,
→,Athanasius,和數位身分證相同問題的存在,88,01/06 14:21,
→,watashino,集保下去改就好了吧,88,01/06 14:39,
→,TZUYIC,這種賠錢的東西，員外應該是想砍很久了，現在終於要砍了。,88,01/06 14:45,
→,cityport,無利可圖誰要玩?,88,01/06 15:05,
推,tonyian,如果真的做到很好用只要一個app就能跨行做所有申請/提轉,88,01/06 15:12,
→,tonyian,，絕對有市場，但是台灣不可能,88,01/06 15:12,
推,tornado1621,沒人在意，等麻布記帳,88,01/06 15:15,
推,guoyoung,哈，就是會賠錢而已，殺頭生意有人做，賠錢生意沒人做,88,01/06 15:18,
推,lianpig5566,麻布到現在還是要給明碼 敢用的人膽子真的大,88,01/06 15:35,
推,now99,電支、三支才有機會做吧，畢竟資安成本都是要付出的,88,01/06 15:42,
推,bemaz, friday 錢包 停止錢包掃碼支付之後，我也一直沒有移掉，,88,01/06 15:52,
→,bemaz,雖然後面改版 看到一堆新增 支援的銀行但也沒有想要授權給,88,01/06 15:52,
→,bemaz,friday+ 反正本來各家行動網銀就有裝了，friday+也無法取,88,01/06 15:52,
→,bemaz,代任何一個行動網銀app，而我也裝遠傳新生活 但多數手機用,88,01/06 15:52,
→,bemaz,戶 只會想行動用量其實也掛太多東西了對手機用戶沒有意義,88,01/06 15:52,
→,bemaz,"，（兩個 app簽到集點那些永遠換不到,其實遠傳體系或是遠",88,01/06 15:52,
→,bemaz,東百貨以外很在意 app使用者黏度搞一堆簽到或是門市滿意度,88,01/06 15:52,
→,bemaz,-遠傳門市，鴻邁德誼相關專櫃 -小米之家- asus-三星-蘋果-,88,01/06 15:52,
→,bemaz,全虹但都搞錯方向）,88,01/06 15:52,
→,bemaz,鼎鼎的HappyGo pay 去年11月在百貨（sogo 遠百）相繼需要,88,01/06 16:01,
→,bemaz,掃碼等簡訊（十月遠百周慶還不用等簡訊 12/在巨城也不單筆,88,01/06 16:01,
→,bemaz,有一兩萬但12/30遠百 支付幾百元要等簡訊 -還不如刷linepa,88,01/06 16:01,
→,bemaz,y 百貨掃碼都按一樣的pos 鍵 ）今年第一季 hgp參與加碼活,88,01/06 16:01,
→,bemaz,動的銀行剩五家 ，使用者體驗差 hgp 也將玩不下去了,88,01/06 16:01,
推,Alphaz,搞這個是自找麻煩  要是資料外洩 會不知道是哪個環節出包,88,01/06 17:36,
推,EddieXK,如果遠傳都做不了 麻布更不可能吧,88,01/06 19:15,
→,EddieXK,麻布三年前說送件 不知道送到哪去了,88,01/06 19:15,
→,EddieXK,https://i.imgur.com/xG2v9d9.jpg,88,01/06 19:19,
推,a780411,就是看資安和成本 最後會如何取得平衡了,88,01/06 19:19,
推,j49222106,friDay+我都拿來使用NFC悠遊卡,88,01/06 19:28,
推,neo5277,看來要GG了?Y,88,01/06 20:05,
推,ga654154,小小的島一堆銀行,88,01/06 20:30,
→,bemaz,"friday+之前還可以etc儲值,12/25被移掉 可能只剩下各縣市",88,01/06 20:35,
→,bemaz,路邊停車繳費了,88,01/06 20:35,
推,ysy2003,不敢玩正常 門檻很高 不小心就會出事,88,01/06 22:31,
推,eXcFerGodSt,麻布沒有後續蠻怪的 是應該說明一下進度,88,01/06 22:52,
→,watashino,最近在國外用了一些類似的App,88,01/06 23:06,
→,watashino,其實大部分也都是要明而不是直接授權,88,01/06 23:06,
推,tomap41017,集保的銀行授權會自動過期，常常需要重新授權，可以,88,01/07 00:12,
→,tomap41017,理解是資安考量設計，但就麻煩到不想用。,88,01/07 00:12,
→,temu2015,但麻布如果上API搞不好對使用者會是一大災難，因為只能,88,01/07 00:16,
→,temu2015,即時查而不能紀錄、編修明細。那些記帳功能全部作廢。,88,01/07 00:16,
推,a64141,2023/7月有詢問過麻布，他們的回覆如圖,88,01/07 00:35,
→,a64141,https://i.imgur.com/QkxWHw1.png,88,01/07 00:35,
推,ryvius28,集保授權幾個月就過期真的很麻煩  我只是想一鍵查所有,88,01/07 01:08,
→,ryvius28,戶頭的餘額,88,01/07 01:08,
推,justaID,認同這塊需求有市場也很有意義，佩服麻布記帳深耕卡位很,88,01/07 02:57,
→,justaID,久，但相關資安認證和維護的成本太高了，而台灣人口基數,88,01/07 02:57,
→,justaID,小，加上民眾數位金融意識這幾年雖然提升很多但也還不到,88,01/07 02:57,
→,justaID,非常普及，尤其老年人甚至很多中年人還是習慣傳統臨櫃和,88,01/07 02:57,
→,justaID,存摺處理，加上並不是所有常見銀行都有參與，open banki,88,01/07 02:57,
→,justaID,ng的預期用戶規模撐不起成本，連遠東這種背後有財團之力,88,01/07 02:57,
→,justaID,在支撐的都玩不下去，覺得麻布要走上open banking很難了,88,01/07 02:57,
→,justaID,，在台灣open banking要做起來可能只能靠政府強推，類似,88,01/07 02:58,
→,justaID,當初將來銀來的網銀國家隊那樣，本土單一企業做不到或沒,88,01/07 02:58,
→,justaID,人想做，政府出面號召組一個機構去做，以免本土數位金融,88,01/07 02:58,
→,justaID,kpi面子掛不住，集保目前看來很像被推上這個角色,88,01/07 02:58,
推,s1an,垃圾金管會 該管的不管 不該管的要求那麽嚴格,88,01/07 03:22,
推,lianpig5566,這叫做不該管的？,88,01/07 03:26,
→,kkkk1234,我覺得有財金公司的存在 還不如銀行跟財金公司串 財金,88,01/07 03:45,
→,kkkk1234,公司再放出API讓其他業者串 至少一、二階可以減少很多,88,01/07 03:45,
→,kkkk1234,相關業者的開發維護成本,88,01/07 03:45,
→,mumi61337,白癡主管機關一邊要你開放一邊要你限制 低能政策,88,01/07 10:22,
→,mumi61337,我為了查所有銀行資訊 還要定期去各個不同家做授權,88,01/07 10:23,
→,mumi61337,當我吃飽太閒,88,01/07 10:23,
推,jack42107,推 65 樓 K 大的看法，感覺蠻有機會的,88,01/07 11:35,
推,a780411,回樓上幾位，現行在台灣，所謂的開放銀行，其實已經是透,88,01/07 11:41,
→,a780411,過財金的開放API平台做的了。,88,01/07 11:41,
推,frogbsd,就銀行遊說力量強，沒有像英國強制九大銀行開放 API 啊,88,01/07 11:50,
→,bnn,這東西其實是protocol統一的開放API 通訊協定層面的抽權利金,88,01/07 12:58,
→,bnn,和民眾怎麼使用他和用一個統包app是枝微末節 他是機構互串,88,01/07 12:59,
→,bnn,你要說他不賺錢嘛 他推好是介面躺著抽錢 同時先搶使用者市佔,88,01/07 13:01,
→,bnn,第一個用好的會有一堆人黏在這可以統包的平台上 類似三竹,88,01/07 13:01,
→,bnn,那種用習慣懶得搬家去別的app的,88,01/07 13:02,
→,flypenguin,看集保那玩法就知道了，要求這麼高等級的資安只是,88,01/07 13:10,
→,flypenguin,徒增不便度，麻布也沒那個財力去建設這等級的系統。,88,01/07 13:10,
推,a780411,台灣金融體系就是滿滿的資安限制，也沒有不對，但就是很,88,01/07 13:14,
→,a780411,難用。除非有外在因素（國際Pay、條碼支付興盛）才會逼迫,88,01/07 13:14,
→,a780411,他們調整，否則很難改變，然後就沒人用了。,88,01/07 13:15,
→,flypenguin,查餘額不能做任何交易要這麼高的資安真的搞笑…,88,01/07 13:23,
推,YIHE,先前刪文 辦中信卡 就要授權資產裸奔 看光光 就太過頭了,88,01/07 13:31,
→,kkkk1234,看a大說的去查 有看到財金公司的網站,88,01/07 15:18,
→,kkkk1234,https://bit.ly/3HaHT5x,88,01/07 15:18,
推,abccbaandy,三竹跟銀行api差多了，三竹根本沒獨占能力,88,01/07 15:44,
→,cityport,麻布可以拿100億開銀行給大家串接阿,88,01/08 01:58,
→,cityport,如果開放銀行真的那麼大的商機..募資應該很容易囉,88,01/08 01:59,
→,cityport,還是燒別人的錢很好玩..燒麻布自己的錢就會痛?,88,01/08 02:00,
→,cityport,開放銀行跟去中心化加密貨幣一樣的概念..終究會失敗,88,01/08 02:03,
推,ChampionYe,開放整合跟資安本來就是數位時代的趨勢，但也本來就,88,01/08 02:05,
→,ChampionYe,有些會衝突之處，所以彼此拉扯而前進是很正常的，重點,88,01/08 02:05,
→,ChampionYe,還是在有多大利益讓這個進步可以加速,88,01/08 02:05,
→,cityport,進步?? 進步派的進步不是進步好嗎!!,88,01/08 03:08,
→,cityport,電子郵件已經出現多少年..你現在能登入Gmail去收發Yahoo,88,01/08 03:10,
→,cityport,嗎? 你能夠透過Gmail去收發設定公司學校的電子郵件嗎?,88,01/08 03:10,
→,cityport,連最先進的網路產業的做不到開放..去吵資安要求更高的,88,01/08 03:12,
→,cityport,現在的趨勢根本是走向更保守..尤其學校公司一堆資安要求,88,01/08 03:14,
→,cityport,每個地方都在要求VPN跟2FA..還不能相容,88,01/08 03:15,
→,cityport,所謂的進步是科技已經強大到可以各自走向封閉,88,01/08 03:17,
→,temu2015,POP3 SMTP 應用程式密碼,88,01/08 07:02,
推,tornado1621,平行時空嗎，為什麼我可用gamil去收發學校公司mail,88,01/08 08:22,
→,tornado1621,*gmail,88,01/08 08:22,
推,lf2net4589,早就可以單一信箱收發其他domain 的信箱了,88,01/08 09:45,
→,h00009t,支持。多數人沒需求,88,01/08 09:47,
→,kkkk1234,有人自己沒用過就在亂說話,88,01/08 09:50,
→,kkkk1234,https://i.imgur.com/QDAyjrO.png,88,01/08 09:50,
→,bnn,"通常只是多架一層""翻譯"" 幫你把需求翻譯給每家銀行不同的API",88,01/08 09:57,
→,bnn,你該存的密碼或授權都跟原本一樣 他只是再包一層翻譯外殼,88,01/08 09:58,
推,ChampionYe,介接API不難，難的是你拿到越多敏感資料，你的資安要,88,01/08 11:12,
→,ChampionYe,求就越高，如果收益沒辦法讓你維持這些資安成本，那業,88,01/08 11:12,
→,ChampionYe,者就比較不敢拿這些資料,88,01/08 11:12,
推,ChampionYe,其實最適合做這件事的反而是銀行業本身，因為對資安,88,01/08 11:17,
→,ChampionYe,的政策跟規範比較成熟，但台灣銀行業的軟體人才不多，,88,01/08 11:17,
→,ChampionYe,開的薪資也都沒科技業高，都只有辦法處理自己的業務,88,01/08 11:17,
→,ChampionYe,而已。就算願意砸一筆錢出來，可以額外獲得的效益在,88,01/08 11:17,
→,ChampionYe,哪目前也看不出來。這些錢拿來補助高利可能還比較快,88,01/08 11:17,
→,ChampionYe,見效，像richart那樣只做自己的做到很好搶佔先機就拿,88,01/08 11:17,
→,ChampionYe,到大多數客戶。,88,01/08 11:17,
推,XFight,逾便利金融風險愈高....,88,01/08 14:35,
推,asadman1523,那就不要開放了吧，資安風險太高,88,01/08 16:46,
→,dantes1013,先讓聯徵或指定機構能申請查詢同一證號下所有銀行帳戶,88,01/08 23:55,
→,dantes1013,信用卡和電支帳戶吧!,88,01/08 23:56,
→,cityport,笑死人..app收發叫你登入控制別的email帳號歐,88,01/09 01:04,
→,cityport,你能登入Gmail去改Hotmail的設定嗎? 我看你是中木馬吧,88,01/09 01:04,
→,cityport,台灣的資安就很差呀..美國的學校公司都要VPN耶,88,01/09 01:05,
→,cityport,我要用Gmail的帳號去收公司信箱的信就直接被擋下了,88,01/09 01:06,
→,cityport,這個Gmail指的是email..不是app,88,01/09 01:06,
→,cityport,學校的更誇張..2FA加上auth再加上描述檔..換手機都不能,88,01/09 01:08,
→,cityport,台灣會成為木馬跳板大國真的不是沒原因..上面一堆人示範,88,01/09 01:11,
推,hcyu71101,一輩子都沒改過 hotmail 設定 前面某人是在歡什麼,88,01/10 00:13,
推,IKnowWhy,技術上可以  也不是資安技術問題 是資安的稽核問題 金管,88,01/10 08:38,
→,IKnowWhy,會稽核啥的會限制一堆最後導致技術上根本不可行,88,01/10 08:38,
推,WebATM,這個好像有時間限制 昨天午夜12點後都產生不了QRCODE,89,01/06 18:19,
→,operatorm,"深夜轉啥帳,銀行都在更新批次檔,一樣動不了。白日才有Q",89,01/06 19:14,
→,operatorm,"R轉帳需求,碼到用時方很少,Orz",89,01/06 19:14,
推,smwang,看成白目,89,01/06 20:46,
推,sgracee,坐時光機撈回來的，湊合著用？,89,01/06 20:49,
→,sgracee,http://tinyurl.com/yus3fmkd,89,01/06 20:49,
推,TZUYIC,好厲害！,89,01/06 20:51,
→,operatorm,"沒記憶功能啊,迴光返照真難用。",89,01/06 21:07,
推,cytochrome,這種東西又不難，小白用google 試算表也生的出來,89,01/06 23:24,
→,operatorm,"你生個C大產生器網頁啊,",89,01/06 23:51,
推,svcc,https://qr.ioi.tw/zh/,89,01/06 23:57,
→,svcc,這裡有個銀行轉帳,89,01/06 23:57,
推,svcc,應該隨便找個qrcode產生器貼上網址就可以生出來,89,01/07 00:06,
→,svcc,TWQRP://0/158/02/V1?D6=銀行帳號&D5=銀行代碼,89,01/07 00:06,
→,kkkk1234,J大API的Github Page Fork版本 https://bit.ly/47pZzEP,89,01/07 02:09,
→,operatorm,"沒記憶功能啊,迴光返照真難用,每次都得key帳,真煩。",89,01/07 06:20,
→,rsps1008,https://bit.ly/41Tykla 時光機撈的暫時用一下,89,01/09 14:02,
→,rsps1008,https://reurl.cc/QebQDq 怪了...,89,01/09 14:07,
→,rsps1008,不過我的瀏覽器還是沒有記住帳號耶,89,01/09 14:07,
→,operatorm,"我找的有記憶功能,超可以的",89,01/09 14:39,
推,ljjsay,HSBC 1.88%到期若能接檔王道定存2%確實很香 可惜...,90,01/07 20:15,
→,operatorm,"王道2%超稀有,不跟是棒槌",90,01/07 20:24,
推,Miyanishi25,王道我大哥,90,01/07 20:30,
推,wangjim,本以為這季匯豐還能維持1.88，沒想到率先降了 。這月還,90,01/07 21:08,
→,wangjim,是集中火力到樂天好了當祭品。期望二月王道能再釋放些額,90,01/07 21:08,
→,wangjim,度出來當紅包。,90,01/07 21:08,
推,Takadanobaba,匯豐1.88%，去年7/3第一天開放就跟的剛好可以接王,90,01/07 23:57,
→,Takadanobaba,道2%,90,01/07 23:57,
推,THEARK,Line Bank定存一直升,90,01/08 07:33,
推,BabyWolf,看來樂天加減存一下好了,90,01/08 08:45,
→,Garrys,幸好王道都有上車囧,90,01/08 13:51,
→,pippen2002,真不饋是O大!到處搬移好閒~~還可以去補貨消費!,90,01/10 08:35,
→,operatorm,"國/中/新,出包3巨頭,收掉剛好",91,01/08 10:16,
→,ackes,開數位的可能比較不好推銷產品吧（？）,91,01/08 10:16,
推,handsome16,詐騙集團又贏了,91,01/08 10:24,
→,temu2015,開個戶頭麻煩的要死，現在就是把客戶當賊的時代,91,01/08 10:25,
推,abobstar,"找藉口退場而已,中信是自家人當內鬼跟數位帳戶也沒啥關",91,01/08 10:31,
→,mocdoc0415,只能說這陣子詐騙案太多，銀行被金管會盯得很緊，除了,91,01/08 10:32,
→,mocdoc0415,薪轉戶外，一般客戶要開戶，行員都一視同仁把客戶當,91,01/08 10:32,
→,mocdoc0415,成賊一樣想盡辦法勸退，只能說詐騙猖獗。,91,01/08 10:32,
→,temu2015,如果我說我要領台積電股利，但我只有一股，中信會讓我開,91,01/08 10:34,
→,temu2015,戶嗎(x,91,01/08 10:34,
推,jc761128,想省錢才是真的,91,01/08 10:35,
推,tornado1621,笑死 銀行本身就是詐騙集團,91,01/08 10:39,
推,abobstar,"找藉口退場而已,中信是自家人當內鬼跟數位帳戶也沒關係",91,01/08 10:41,
推,fcz973,年底開了三家數位，只有台銀打來問頻繁聯徵，阿你們每家存,91,01/08 10:41,
→,fcz973,款上限那麼低當然只能多開幾家啊，行員也笑了說：也是。欸,91,01/08 10:41,
→,james4141989,中信沒優利，基本沒有跨轉免手續費或很少，,91,01/08 10:47,
→,james4141989,為了放股利不划算,91,01/08 10:47,
→,starwillow,藉口吧 現在開戶跟犯人審問一樣詐騙也沒減少還增加,91,01/08 10:53,
噓,peterkan,標準的政府放任詐騙誤國典範.,91,01/08 10:55,
推,passenger10,覺得銀行人員更可怕...,91,01/08 10:57,
推,aa133456,藉口一堆，成本效益考量才是核心，詐騙多成本增高、發展,91,01/08 11:24,
→,aa133456,飽和效益低，所以不玩了,91,01/08 11:24,
噓,charles0939,中國時報,91,01/08 11:24,
→,charles0939,垃圾風向文,91,01/08 11:24,
→,charles0939,豐DAWHO、台新Richart什麼時候,91,01/08 11:25,
→,charles0939,提供無上限高利存款？？,91,01/08 11:25,
推,carlos0857,真會推責任，明明是銀行不想玩硬要牽拖,91,01/08 11:27,
噓,buffon,永豐台新無上限高利? 平行時空歐 ?,91,01/08 11:33,
推,SakeruMT,就不好賺，還要墊高防詐成本，收一收回歸實體,91,01/08 11:38,
噓,irrealsu,2020年想辦中信數位帳戶就一直辦不過了，應該是本身已經,91,01/08 11:42,
